5,1.5
96,164,159,164,220,164,279,164,344,164,408,164,475,164
70,173,140,173,208,173,274,172,345,172,414,172,486,172
37,185,115,185,192,185,266,185,345,184,422,184,504,184
-2,201,84,201,171,201,255,201,345,201,434,201,528,201
-53,220,46,220,146,220,243,220,346,220,448,220,556,220
-131,249,-12,249,108,248,224,248,347,248,468,248,596,247
-230,286,-88,286,57,287,199,287,348,287,497,287,654,288
-389,345,-209,346,-23,347,158,348,351,349,542,350,747,352
-664,449,-423,452,-168,456,85,460,355,464,626,468,922,472
