7 1
537,300,631,300,726,301,818,302,918,303,
522,317,623,317,726,317,825,318,931,318,
509,332,617,332,726,333,831,333,945,334,
492,352,608,353,725,354,841,356,965,357,
468,380,595,381,725,382,853,383,988,384,
442,411,582,413,725,414,867,416,1017,417,
407,452,564,453,724,454,883,455,1049,455,
370,495,545,497,724,499,903,502,1091,504,
312,563,515,566,723,568,933,571,1151,573,
250,636,481,643,722,649,969,656,1228,663,
137,769,422,777,720,786,1029,795,1350,805,
